Spatial,Linguistic,Logic,Kinesthetic,Music,Interpersonal,Intrapersonal,Naturalistic,Career Recommendation
1,5,2,5,5,5,3,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,5,1,5,5,5,1,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,4,5,5,5,4,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
0,5,3,5,5,5,1,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
4,5,3,5,5,1,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,2,5,5,3,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,1,5,5,1,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,4,5,5,4,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,5,3,5,5,1,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,3,5,3,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,2,5,3,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,1,5,1,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,4,5,4,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,5,3,5,1,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,5,4,2,5,5,5,5,"Journalist,Writer,Musician,Composer,Singer,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,2,3,5,5,5,5,"Journalist,Writer,Musician,Composer,Singer,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,1,1,5,5,5,5,"Journalist,Writer,Musician,Composer,Singer,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,4,4,5,5,5,5,"Journalist,Writer,Musician,Composer,Singer,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,5,3,1,5,5,5,5,"Journalist,Writer,Musician,Composer,Singer,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,1,5,5,5,5,5,4,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
1,2,5,5,5,5,5,3,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,1,5,5,5,5,5,1,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,4,5,5,5,5,5,4,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
0,3,5,5,5,5,5,1,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,1,5,5,5,5,2,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
1,2,5,5,5,5,3,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,1,5,5,5,5,1,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,4,5,5,5,5,4,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
0,3,5,5,5,5,1,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
1,2,5,5,5,2,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,2,5,5,5,3,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,1,5,5,5,1,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,4,5,5,5,4,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,3,5,5,5,1,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,3,5,5,4,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,2,5,5,3,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,1,5,5,1,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,4,5,5,4,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,3,5,5,1,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,3,5,3,5,5,5,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,2,5,3,5,5,5,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,1,5,1,5,5,5,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,4,5,4,5,5,5,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,3,5,1,5,5,5,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,3,2,5,5,5,5,5,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,2,3,5,5,5,5,5,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,1,1,5,5,5,5,5,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,4,4,5,5,5,5,5,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,3,1,5,5,5,5,5,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,5,2,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,5,5,5,5,5,3,4,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,5,5,5,5,5,2,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,5,5,5,5,5,3,1,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,5,5,5,5,5,4,0,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,5,5,5,5,3,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,5,5,5,5,4,5,3,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,5,5,5,5,2,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,5,5,5,5,1,5,3,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,5,5,5,5,0,5,4,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,5,5,5,5,1,1,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,3,4,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,2,2,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,3,1,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,4,0,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,3,5,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,3,5,5,4,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,2,5,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,3,5,5,1,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,4,5,5,0,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,2,5,2,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,3,5,4,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,2,5,2,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,3,5,1,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,4,5,0,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,2,3,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,3,4,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,2,2,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,3,1,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,4,0,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,4,5,5,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,3,5,5,5,4,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,2,5,5,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,3,5,5,5,1,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,4,5,5,5,0,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,1,5,5,4,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,5,5,4,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,2,5,5,2,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,5,5,1,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,4,5,5,0,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,5,3,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,5,4,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,2,5,2,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,5,1,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,4,5,0,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,2,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,4,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,2,2,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,1,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,4,0,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,5,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,3,5,5,5,5,4,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,2,5,5,5,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,3,5,5,5,5,1,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,4,5,5,5,5,0,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,4,5,5,5,3,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,5,4,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,2,5,5,5,2,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,5,1,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,4,5,5,5,0,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,1,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,4,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,2,5,5,2,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,1,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,4,5,5,0,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,4,5,1,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,4,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,2,5,2,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,1,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,4,5,0,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,4,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,4,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,2,2,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,1,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,4,0,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,5,5,5,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,5,5,5,5,5,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,5,5,5,5,5,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,5,5,5,5,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,4,5,5,5,5,5,0,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,5,5,5,5,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
